county,precinct,office,district,party,candidate,machine,absentee,absentee_hc,affidavit,votes
St. Lawrence,Fowler 2,Comptroller,,WEP,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Fowler 2,Comptroller,,WOR,Thomas P. DiNapoli,11,0,0,0,11
St. Lawrence,Gouverneur 1,Comptroller,,CON,Jonathan Trichter,20,0,0,0,20
St. Lawrence,Gouverneur 1,Comptroller,,DEM,Thomas P. DiNapoli,190,16,4,1,211
St. Lawrence,Gouverneur 1,Comptroller,,GRE,Mark Dunlea,6,0,0,0,6
St. Lawrence,Gouverneur 1,Comptroller,,IND,Thomas P. DiNapoli,10,1,0,0,11
St. Lawrence,Gouverneur 1,Comptroller,,LBT,Cruger E. Gallaudet,3,0,0,0,3
St. Lawrence,Gouverneur 1,Comptroller,,REF,Thomas P. DiNapoli,3,0,0,0,3
St. Lawrence,Gouverneur 1,Comptroller,,REP,Jonathan Trichter,166,13,0,1,180
St. Lawrence,Gouverneur 1,Comptroller,,WEP,Thomas P. DiNapoli,3,1,0,0,4
St. Lawrence,Gouverneur 1,Comptroller,,WOR,Thomas P. DiNapoli,7,0,0,1,8
St. Lawrence,Gouverneur 2,Comptroller,,CON,Jonathan Trichter,17,2,0,0,19
St. Lawrence,Gouverneur 2,Comptroller,,DEM,Thomas P. DiNapoli,164,15,0,0,179
St. Lawrence,Gouverneur 2,Comptroller,,GRE,Mark Dunlea,6,0,0,0,6
St. Lawrence,Gouverneur 2,Comptroller,,IND,Thomas P. DiNapoli,9,2,0,0,11
St. Lawrence,Gouverneur 2,Comptroller,,LBT,Cruger E. Gallaudet,4,0,0,0,4
St. Lawrence,Gouverneur 2,Comptroller,,REF,Thomas P. DiNapoli,3,0,0,0,3
St. Lawrence,Gouverneur 2,Comptroller,,REP,Jonathan Trichter,130,9,0,1,140
St. Lawrence,Gouverneur 2,Comptroller,,WEP,Thomas P. DiNapoli,0,1,0,0,1
St. Lawrence,Gouverneur 2,Comptroller,,WOR,Thomas P. DiNapoli,12,1,0,0,13
St. Lawrence,Gouverneur 3,Comptroller,,CON,Jonathan Trichter,18,1,0,0,19
St. Lawrence,Gouverneur 3,Comptroller,,DEM,Thomas P. DiNapoli,90,3,0,0,93
St. Lawrence,Gouverneur 3,Comptroller,,GRE,Mark Dunlea,2,0,0,0,2
St. Lawrence,Gouverneur 3,Comptroller,,IND,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Gouverneur 3,Comptroller,,LBT,Cruger E. Gallaudet,2,0,0,0,2
St. Lawrence,Gouverneur 3,Comptroller,,REF,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Gouverneur 3,Comptroller,,REP,Jonathan Trichter,122,5,0,1,128
St. Lawrence,Gouverneur 3,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Gouverneur 3,Comptroller,,WOR,Thomas P. DiNapoli,4,0,0,0,4
St. Lawrence,Gouverneur 4,Comptroller,,CON,Jonathan Trichter,20,0,0,0,20
St. Lawrence,Gouverneur 4,Comptroller,,DEM,Thomas P. DiNapoli,91,4,0,0,95
St. Lawrence,Gouverneur 4,Comptroller,,GRE,Mark Dunlea,1,0,0,0,1
St. Lawrence,Gouverneur 4,Comptroller,,IND,Thomas P. DiNapoli,5,0,0,0,5
St. Lawrence,Gouverneur 4,Comptroller,,LBT,Cruger E. Gallaudet,4,0,1,0,5
St. Lawrence,Gouverneur 4,Comptroller,,REF,Thomas P. DiNapoli,3,0,0,0,3
St. Lawrence,Gouverneur 4,Comptroller,,REP,Jonathan Trichter,161,5,0,0,166
St. Lawrence,Gouverneur 4,Comptroller,,WEP,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Gouverneur 4,Comptroller,,WOR,Thomas P. DiNapoli,5,1,0,1,7
St. Lawrence,Hammond 1,Comptroller,,CON,Jonathan Trichter,19,4,0,0,23
St. Lawrence,Hammond 1,Comptroller,,DEM,Thomas P. DiNapoli,163,20,0,0,183
St. Lawrence,Hammond 1,Comptroller,,GRE,Mark Dunlea,3,1,0,1,5
St. Lawrence,Hammond 1,Comptroller,,IND,Thomas P. DiNapoli,3,0,0,0,3
St. Lawrence,Hammond 1,Comptroller,,LBT,Cruger E. Gallaudet,1,0,0,0,1
St. Lawrence,Hammond 1,Comptroller,,REF,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Hammond 1,Comptroller,,REP,Jonathan Trichter,215,15,1,0,231
St. Lawrence,Hammond 1,Comptroller,,WEP,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Hammond 1,Comptroller,,WOR,Thomas P. DiNapoli,7,1,0,0,8
St. Lawrence,Hermon 1,Comptroller,,CON,Jonathan Trichter,18,2,0,0,20
St. Lawrence,Hermon 1,Comptroller,,DEM,Thomas P. DiNapoli,129,17,1,0,147
St. Lawrence,Hermon 1,Comptroller,,GRE,Mark Dunlea,4,0,0,0,4
St. Lawrence,Hermon 1,Comptroller,,IND,Thomas P. DiNapoli,6,2,0,0,8
St. Lawrence,Hermon 1,Comptroller,,LBT,Cruger E. Gallaudet,5,0,0,0,5
St. Lawrence,Hermon 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Hermon 1,Comptroller,,REP,Jonathan Trichter,143,2,2,2,149
St. Lawrence,Hermon 1,Comptroller,,WEP,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Hermon 1,Comptroller,,WOR,Thomas P. DiNapoli,6,1,1,0,8
St. Lawrence,Hopkinton 1,Comptroller,,CON,Jonathan Trichter,23,0,0,0,23
St. Lawrence,Hopkinton 1,Comptroller,,DEM,Thomas P. DiNapoli,148,11,1,1,161
St. Lawrence,Hopkinton 1,Comptroller,,GRE,Mark Dunlea,7,0,0,0,7
St. Lawrence,Hopkinton 1,Comptroller,,IND,Thomas P. DiNapoli,4,0,0,0,4
St. Lawrence,Hopkinton 1,Comptroller,,LBT,Cruger E. Gallaudet,2,0,0,0,2
St. Lawrence,Hopkinton 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Hopkinton 1,Comptroller,,REP,Jonathan Trichter,179,4,0,1,184
St. Lawrence,Hopkinton 1,Comptroller,,WEP,Thomas P. DiNapoli,4,0,0,0,4
St. Lawrence,Hopkinton 1,Comptroller,,WOR,Thomas P. DiNapoli,6,4,0,0,10
St. Lawrence,Lawrence 1,Comptroller,,CON,Jonathan Trichter,21,1,0,0,22
St. Lawrence,Lawrence 1,Comptroller,,DEM,Thomas P. DiNapoli,202,6,0,0,208
St. Lawrence,Lawrence 1,Comptroller,,GRE,Mark Dunlea,6,0,0,0,6
St. Lawrence,Lawrence 1,Comptroller,,IND,Thomas P. DiNapoli,8,0,0,0,8
St. Lawrence,Lawrence 1,Comptroller,,LBT,Cruger E. Gallaudet,7,0,0,0,7
St. Lawrence,Lawrence 1,Comptroller,,REF,Thomas P. DiNapoli,5,0,0,0,5
St. Lawrence,Lawrence 1,Comptroller,,REP,Jonathan Trichter,186,9,0,2,197
St. Lawrence,Lawrence 1,Comptroller,,WEP,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Lawrence 1,Comptroller,,WOR,Thomas P. DiNapoli,11,1,0,0,12
St. Lawrence,Lisbon 1,Comptroller,,CON,Jonathan Trichter,18,2,0,0,20
St. Lawrence,Lisbon 1,Comptroller,,DEM,Thomas P. DiNapoli,180,11,0,6,197
St. Lawrence,Lisbon 1,Comptroller,,GRE,Mark Dunlea,2,0,0,1,3
St. Lawrence,Lisbon 1,Comptroller,,IND,Thomas P. DiNapoli,15,1,0,0,16
St. Lawrence,Lisbon 1,Comptroller,,LBT,Cruger E. Gallaudet,3,0,0,0,3
St. Lawrence,Lisbon 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Lisbon 1,Comptroller,,REP,Jonathan Trichter,227,9,0,5,241
St. Lawrence,Lisbon 1,Comptroller,,WEP,Thomas P. DiNapoli,5,0,0,0,5
St. Lawrence,Lisbon 1,Comptroller,,WOR,Thomas P. DiNapoli,3,2,0,0,5
St. Lawrence,Lisbon 2,Comptroller,,CON,Jonathan Trichter,18,4,0,0,22
St. Lawrence,Lisbon 2,Comptroller,,DEM,Thomas P. DiNapoli,133,5,0,1,139
St. Lawrence,Lisbon 2,Comptroller,,GRE,Mark Dunlea,2,0,0,0,2
St. Lawrence,Lisbon 2,Comptroller,,IND,Thomas P. DiNapoli,10,0,0,0,10
St. Lawrence,Lisbon 2,Comptroller,,LBT,Cruger E. Gallaudet,3,0,0,0,3
St. Lawrence,Lisbon 2,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Lisbon 2,Comptroller,,REP,Jonathan Trichter,176,11,0,1,188
St. Lawrence,Lisbon 2,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Lisbon 2,Comptroller,,WOR,Thomas P. DiNapoli,13,0,0,0,13
St. Lawrence,Lisbon 3,Comptroller,,CON,Jonathan Trichter,16,0,0,0,16
St. Lawrence,Lisbon 3,Comptroller,,DEM,Thomas P. DiNapoli,153,10,0,0,163
St. Lawrence,Lisbon 3,Comptroller,,GRE,Mark Dunlea,2,1,0,0,3
St. Lawrence,Lisbon 3,Comptroller,,IND,Thomas P. DiNapoli,12,1,0,0,13
St. Lawrence,Lisbon 3,Comptroller,,LBT,Cruger E. Gallaudet,1,0,0,0,1
St. Lawrence,Lisbon 3,Comptroller,,REF,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Lisbon 3,Comptroller,,REP,Jonathan Trichter,211,12,1,2,226
St. Lawrence,Lisbon 3,Comptroller,,WEP,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Lisbon 3,Comptroller,,WOR,Thomas P. DiNapoli,7,0,0,0,7
St. Lawrence,Louisville 1,Comptroller,,CON,Jonathan Trichter,8,2,0,0,10
St. Lawrence,Louisville 1,Comptroller,,DEM,Thomas P. DiNapoli,162,18,0,4,184
St. Lawrence,Louisville 1,Comptroller,,GRE,Mark Dunlea,4,0,0,0,4
St. Lawrence,Louisville 1,Comptroller,,IND,Thomas P. DiNapoli,5,1,0,0,6
St. Lawrence,Louisville 1,Comptroller,,LBT,Cruger E. Gallaudet,2,1,0,0,3
St. Lawrence,Louisville 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Louisville 1,Comptroller,,REP,Jonathan Trichter,137,4,0,2,143
St. Lawrence,Louisville 1,Comptroller,,WEP,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Louisville 1,Comptroller,,WOR,Thomas P. DiNapoli,5,0,0,0,5
St. Lawrence,Louisville 2,Comptroller,,CON,Jonathan Trichter,18,1,0,0,19
St. Lawrence,Louisville 2,Comptroller,,DEM,Thomas P. DiNapoli,210,19,0,1,230
St. Lawrence,Louisville 2,Comptroller,,GRE,Mark Dunlea,1,1,0,1,3
St. Lawrence,Louisville 2,Comptroller,,IND,Thomas P. DiNapoli,7,0,0,0,7
St. Lawrence,Louisville 2,Comptroller,,LBT,Cruger E. Gallaudet,5,0,0,0,5
St. Lawrence,Louisville 2,Comptroller,,REF,Thomas P. DiNapoli,1,1,0,0,2
St. Lawrence,Louisville 2,Comptroller,,REP,Jonathan Trichter,105,4,0,1,110
St. Lawrence,Louisville 2,Comptroller,,WEP,Thomas P. DiNapoli,4,0,0,0,4
St. Lawrence,Louisville 2,Comptroller,,WOR,Thomas P. DiNapoli,6,0,0,0,6
St. Lawrence,Louisville 3,Comptroller,,CON,Jonathan Trichter,15,1,0,0,16
St. Lawrence,Louisville 3,Comptroller,,DEM,Thomas P. DiNapoli,149,12,0,2,163
St. Lawrence,Louisville 3,Comptroller,,GRE,Mark Dunlea,2,0,0,0,2
St. Lawrence,Louisville 3,Comptroller,,IND,Thomas P. DiNapoli,5,1,0,1,7
St. Lawrence,Louisville 3,Comptroller,,LBT,Cruger E. Gallaudet,1,0,0,0,1
St. Lawrence,Louisville 3,Comptroller,,REF,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Louisville 3,Comptroller,,REP,Jonathan Trichter,91,7,0,0,98
St. Lawrence,Louisville 3,Comptroller,,WEP,Thomas P. DiNapoli,1,0,2,0,3
St. Lawrence,Louisville 3,Comptroller,,WOR,Thomas P. DiNapoli,3,0,0,0,3
St. Lawrence,Louisville 4,Comptroller,,CON,Jonathan Trichter,5,0,0,0,5
St. Lawrence,Louisville 4,Comptroller,,DEM,Thomas P. DiNapoli,115,13,0,1,129
St. Lawrence,Louisville 4,Comptroller,,GRE,Mark Dunlea,1,0,0,0,1
St. Lawrence,Louisville 4,Comptroller,,IND,Thomas P. DiNapoli,3,0,0,0,3
St. Lawrence,Louisville 4,Comptroller,,LBT,Cruger E. Gallaudet,0,0,0,0,0
St. Lawrence,Louisville 4,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Louisville 4,Comptroller,,REP,Jonathan Trichter,65,9,0,1,75
St. Lawrence,Louisville 4,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Louisville 4,Comptroller,,WOR,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Macomb 1,Comptroller,,CON,Jonathan Trichter,16,1,0,0,17
St. Lawrence,Macomb 1,Comptroller,,DEM,Thomas P. DiNapoli,97,12,0,0,109
St. Lawrence,Macomb 1,Comptroller,,GRE,Mark Dunlea,7,0,0,0,7
St. Lawrence,Macomb 1,Comptroller,,IND,Thomas P. DiNapoli,6,2,0,0,8
St. Lawrence,Macomb 1,Comptroller,,LBT,Cruger E. Gallaudet,1,0,0,0,1
St. Lawrence,Macomb 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Macomb 1,Comptroller,,REP,Jonathan Trichter,155,7,0,2,164
St. Lawrence,Macomb 1,Comptroller,,WEP,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Macomb 1,Comptroller,,WOR,Thomas P. DiNapoli,4,0,0,0,4
St. Lawrence,Madrid 1,Comptroller,,CON,Jonathan Trichter,25,1,0,0,26
St. Lawrence,Madrid 1,Comptroller,,DEM,Thomas P. DiNapoli,291,19,0,2,312
St. Lawrence,Madrid 1,Comptroller,,GRE,Mark Dunlea,7,0,0,0,7
St. Lawrence,Madrid 1,Comptroller,,IND,Thomas P. DiNapoli,16,0,0,0,16
St. Lawrence,Madrid 1,Comptroller,,LBT,Cruger E. Gallaudet,9,0,0,0,9
St. Lawrence,Madrid 1,Comptroller,,REF,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Madrid 1,Comptroller,,REP,Jonathan Trichter,204,11,0,3,218
St. Lawrence,Madrid 1,Comptroller,,WEP,Thomas P. DiNapoli,3,0,0,0,3
St. Lawrence,Madrid 1,Comptroller,,WOR,Thomas P. DiNapoli,4,0,0,0,4
St. Lawrence,Massena 1,Comptroller,,CON,Jonathan Trichter,18,2,0,0,20
St. Lawrence,Massena 1,Comptroller,,DEM,Thomas P. DiNapoli,401,41,0,1,443
St. Lawrence,Massena 1,Comptroller,,GRE,Mark Dunlea,5,0,0,0,5
St. Lawrence,Massena 1,Comptroller,,IND,Thomas P. DiNapoli,12,0,0,0,12
St. Lawrence,Massena 1,Comptroller,,LBT,Cruger E. Gallaudet,2,0,1,0,3
St. Lawrence,Massena 1,Comptroller,,REF,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Massena 1,Comptroller,,REP,Jonathan Trichter,176,16,1,1,194
St. Lawrence,Massena 1,Comptroller,,WEP,Thomas P. DiNapoli,4,0,0,0,4
St. Lawrence,Massena 1,Comptroller,,WOR,Thomas P. DiNapoli,12,0,0,0,12
St. Lawrence,Massena 2,Comptroller,,CON,Jonathan Trichter,9,0,0,0,9
St. Lawrence,Massena 2,Comptroller,,DEM,Thomas P. DiNapoli,281,19,0,6,306
St. Lawrence,Massena 2,Comptroller,,GRE,Mark Dunlea,2,0,0,0,2
St. Lawrence,Massena 2,Comptroller,,IND,Thomas P. DiNapoli,13,0,0,0,13
St. Lawrence,Massena 2,Comptroller,,LBT,Cruger E. Gallaudet,2,0,0,0,2
St. Lawrence,Massena 2,Comptroller,,REF,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Massena 2,Comptroller,,REP,Jonathan Trichter,155,6,0,5,166
St. Lawrence,Massena 2,Comptroller,,WEP,Thomas P. DiNapoli,3,1,0,0,4
St. Lawrence,Massena 2,Comptroller,,WOR,Thomas P. DiNapoli,12,1,0,1,14
St. Lawrence,Massena 3,Comptroller,,CON,Jonathan Trichter,10,0,0,0,10
St. Lawrence,Massena 3,Comptroller,,DEM,Thomas P. DiNapoli,235,20,1,4,260
St. Lawrence,Massena 3,Comptroller,,GRE,Mark Dunlea,3,0,0,0,3
St. Lawrence,Massena 3,Comptroller,,IND,Thomas P. DiNapoli,9,0,0,0,9
St. Lawrence,Massena 3,Comptroller,,LBT,Cruger E. Gallaudet,4,0,0,1,5
St. Lawrence,Massena 3,Comptroller,,REF,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Massena 3,Comptroller,,REP,Jonathan Trichter,126,11,0,3,140
St. Lawrence,Massena 3,Comptroller,,WEP,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Massena 3,Comptroller,,WOR,Thomas P. DiNapoli,7,0,0,0,7
St. Lawrence,Massena 4,Comptroller,,CON,Jonathan Trichter,6,0,0,0,6
St. Lawrence,Massena 4,Comptroller,,DEM,Thomas P. DiNapoli,121,7,0,3,131
St. Lawrence,Massena 4,Comptroller,,GRE,Mark Dunlea,0,0,0,0,0
St. Lawrence,Massena 4,Comptroller,,IND,Thomas P. DiNapoli,5,1,0,0,6
St. Lawrence,Massena 4,Comptroller,,LBT,Cruger E. Gallaudet,1,0,0,0,1
St. Lawrence,Massena 4,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Massena 4,Comptroller,,REP,Jonathan Trichter,62,3,0,4,69
St. Lawrence,Massena 4,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Massena 4,Comptroller,,WOR,Thomas P. DiNapoli,8,0,0,0,8
St. Lawrence,Massena 5,Comptroller,,CON,Jonathan Trichter,14,0,0,0,14
St. Lawrence,Massena 5,Comptroller,,DEM,Thomas P. DiNapoli,202,22,0,2,226
St. Lawrence,Massena 5,Comptroller,,GRE,Mark Dunlea,5,0,0,0,5
St. Lawrence,Massena 5,Comptroller,,IND,Thomas P. DiNapoli,12,0,0,2,14
St. Lawrence,Massena 5,Comptroller,,LBT,Cruger E. Gallaudet,8,1,0,0,9
St. Lawrence,Massena 5,Comptroller,,REF,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Massena 5,Comptroller,,REP,Jonathan Trichter,157,9,0,2,168
St. Lawrence,Massena 5,Comptroller,,WEP,Thomas P. DiNapoli,3,0,0,0,3
St. Lawrence,Massena 5,Comptroller,,WOR,Thomas P. DiNapoli,8,0,0,0,8
St. Lawrence,Massena 6,Comptroller,,CON,Jonathan Trichter,7,2,0,0,9
St. Lawrence,Massena 6,Comptroller,,DEM,Thomas P. DiNapoli,250,21,1,3,275
St. Lawrence,Massena 6,Comptroller,,GRE,Mark Dunlea,4,0,0,0,4
St. Lawrence,Massena 6,Comptroller,,IND,Thomas P. DiNapoli,8,0,0,0,8
St. Lawrence,Massena 6,Comptroller,,LBT,Cruger E. Gallaudet,4,0,0,0,4
St. Lawrence,Massena 6,Comptroller,,REF,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Massena 6,Comptroller,,REP,Jonathan Trichter,117,2,1,2,122
St. Lawrence,Massena 6,Comptroller,,WEP,Thomas P. DiNapoli,4,0,0,0,4
St. Lawrence,Massena 6,Comptroller,,WOR,Thomas P. DiNapoli,12,0,0,1,13
St. Lawrence,Massena 7,Comptroller,,CON,Jonathan Trichter,13,0,0,0,13
St. Lawrence,Massena 7,Comptroller,,DEM,Thomas P. DiNapoli,214,15,0,1,230
St. Lawrence,Massena 7,Comptroller,,GRE,Mark Dunlea,3,0,0,0,3
St. Lawrence,Massena 7,Comptroller,,IND,Thomas P. DiNapoli,4,0,0,0,4
St. Lawrence,Massena 7,Comptroller,,LBT,Cruger E. Gallaudet,3,0,0,0,3
St. Lawrence,Massena 7,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Massena 7,Comptroller,,REP,Jonathan Trichter,128,4,0,0,132
St. Lawrence,Massena 7,Comptroller,,WEP,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Massena 7,Comptroller,,WOR,Thomas P. DiNapoli,10,0,0,0,10
St. Lawrence,Massena 8,Comptroller,,CON,Jonathan Trichter,13,2,0,0,15
St. Lawrence,Massena 8,Comptroller,,DEM,Thomas P. DiNapoli,160,9,1,0,170
St. Lawrence,Massena 8,Comptroller,,GRE,Mark Dunlea,0,0,0,0,0
St. Lawrence,Massena 8,Comptroller,,IND,Thomas P. DiNapoli,5,2,0,0,7
St. Lawrence,Massena 8,Comptroller,,LBT,Cruger E. Gallaudet,4,0,0,0,4
St. Lawrence,Massena 8,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Massena 8,Comptroller,,REP,Jonathan Trichter,115,8,0,1,124
St. Lawrence,Massena 8,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Massena 8,Comptroller,,WOR,Thomas P. DiNapoli,6,0,0,0,6
St. Lawrence,Morristown 1,Comptroller,,CON,Jonathan Trichter,9,3,0,0,12
St. Lawrence,Morristown 1,Comptroller,,DEM,Thomas P. DiNapoli,76,13,1,0,90
St. Lawrence,Morristown 1,Comptroller,,GRE,Mark Dunlea,4,0,0,0,4
St. Lawrence,Morristown 1,Comptroller,,IND,Thomas P. DiNapoli,7,1,0,0,8
St. Lawrence,Morristown 1,Comptroller,,LBT,Cruger E. Gallaudet,1,0,0,0,1
St. Lawrence,Morristown 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Morristown 1,Comptroller,,REP,Jonathan Trichter,123,13,0,1,137
St. Lawrence,Morristown 1,Comptroller,,WEP,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Morristown 1,Comptroller,,WOR,Thomas P. DiNapoli,3,0,0,0,3
St. Lawrence,Morristown 2,Comptroller,,CON,Jonathan Trichter,12,1,0,0,13
St. Lawrence,Morristown 2,Comptroller,,DEM,Thomas P. DiNapoli,151,19,0,0,170
St. Lawrence,Morristown 2,Comptroller,,GRE,Mark Dunlea,4,0,0,0,4
St. Lawrence,Morristown 2,Comptroller,,IND,Thomas P. DiNapoli,15,0,0,0,15
St. Lawrence,Morristown 2,Comptroller,,LBT,Cruger E. Gallaudet,1,0,0,0,1
St. Lawrence,Morristown 2,Comptroller,,REF,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Morristown 2,Comptroller,,REP,Jonathan Trichter,195,17,0,2,214
St. Lawrence,Morristown 2,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Morristown 2,Comptroller,,WOR,Thomas P. DiNapoli,10,0,0,0,10
St. Lawrence,Norfolk 1,Comptroller,,CON,Jonathan Trichter,19,0,0,0,19
St. Lawrence,Norfolk 1,Comptroller,,DEM,Thomas P. DiNapoli,185,8,0,0,193
St. Lawrence,Norfolk 1,Comptroller,,GRE,Mark Dunlea,3,0,0,0,3
St. Lawrence,Norfolk 1,Comptroller,,IND,Thomas P. DiNapoli,8,1,0,2,11
St. Lawrence,Norfolk 1,Comptroller,,LBT,Cruger E. Gallaudet,0,0,0,0,0
St. Lawrence,Norfolk 1,Comptroller,,REF,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Norfolk 1,Comptroller,,REP,Jonathan Trichter,151,7,1,1,160
St. Lawrence,Norfolk 1,Comptroller,,WEP,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Norfolk 1,Comptroller,,WOR,Thomas P. DiNapoli,5,0,0,0,5
St. Lawrence,Norfolk 2,Comptroller,,CON,Jonathan Trichter,9,0,0,0,9
St. Lawrence,Norfolk 2,Comptroller,,DEM,Thomas P. DiNapoli,219,17,1,0,237
St. Lawrence,Norfolk 2,Comptroller,,GRE,Mark Dunlea,4,0,0,0,4
St. Lawrence,Norfolk 2,Comptroller,,IND,Thomas P. DiNapoli,8,0,0,0,8
St. Lawrence,Norfolk 2,Comptroller,,LBT,Cruger E. Gallaudet,5,0,0,0,5
St. Lawrence,Norfolk 2,Comptroller,,REF,Thomas P. DiNapoli,2,1,0,0,3
St. Lawrence,Norfolk 2,Comptroller,,REP,Jonathan Trichter,172,3,0,2,177
St. Lawrence,Norfolk 2,Comptroller,,WEP,Thomas P. DiNapoli,1,1,0,0,2
St. Lawrence,Norfolk 2,Comptroller,,WOR,Thomas P. DiNapoli,6,1,0,0,7
St. Lawrence,Norfolk 3,Comptroller,,CON,Jonathan Trichter,17,0,0,0,17
St. Lawrence,Norfolk 3,Comptroller,,DEM,Thomas P. DiNapoli,197,10,0,1,208
St. Lawrence,Norfolk 3,Comptroller,,GRE,Mark Dunlea,5,0,0,0,5
St. Lawrence,Norfolk 3,Comptroller,,IND,Thomas P. DiNapoli,18,0,0,0,18
St. Lawrence,Norfolk 3,Comptroller,,LBT,Cruger E. Gallaudet,5,0,0,0,5
St. Lawrence,Norfolk 3,Comptroller,,REF,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Norfolk 3,Comptroller,,REP,Jonathan Trichter,166,8,0,4,178
St. Lawrence,Norfolk 3,Comptroller,,WEP,Thomas P. DiNapoli,1,0,0,0,1
St. Lawrence,Norfolk 3,Comptroller,,WOR,Thomas P. DiNapoli,9,1,0,0,10
St. Lawrence,Ogdensburg 1,Comptroller,,CON,Jonathan Trichter,15,1,2,0,18
St. Lawrence,Ogdensburg 1,Comptroller,,DEM,Thomas P. DiNapoli,165,11,2,3,181
St. Lawrence,Ogdensburg 1,Comptroller,,GRE,Mark Dunlea,1,0,0,0,1
St. Lawrence,Ogdensburg 1,Comptroller,,IND,Thomas P. DiNapoli,7,1,0,0,8
St. Lawrence,Ogdensburg 1,Comptroller,,LBT,Cruger E. Gallaudet,1,0,0,0,1
St. Lawrence,Ogdensburg 1,Comptroller,,REF,Thomas P. DiNapoli,5,0,0,0,5
St. Lawrence,Ogdensburg 1,Comptroller,,REP,Jonathan Trichter,152,5,0,0,157
St. Lawrence,Ogdensburg 1,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,0,0
St. Lawrence,Ogdensburg 1,Comptroller,,WOR,Thomas P. DiNapoli,6,0,0,0,6
St. Lawrence,Ogdensburg 2,Comptroller,,CON,Jonathan Trichter,11,0,0,0,11
St. Lawrence,Ogdensburg 2,Comptroller,,DEM,Thomas P. DiNapoli,183,8,0,0,191
St. Lawrence,Ogdensburg 2,Comptroller,,GRE,Mark Dunlea,0,0,0,0,0
St. Lawrence,Ogdensburg 2,Comptroller,,IND,Thomas P. DiNapoli,14,1,0,0,15
St. Lawrence,Ogdensburg 2,Comptroller,,LBT,Cruger E. Gallaudet,1,0,0,0,1
St. Lawrence,Ogdensburg 2,Comptroller,,REF,Thomas P. DiNapoli,3,0,0,0,3
St. Lawrence,Ogdensburg 2,Comptroller,,REP,Jonathan Trichter,141,3,0,3,147
St. Lawrence,Ogdensburg 2,Comptroller,,WEP,Thomas P. DiNapoli,2,0,0,0,2
St. Lawrence,Ogdensburg 2,Comptroller,,WOR,Thomas P. DiNapoli,11,0,0,0,11
St. Lawrence,Ogdensburg 3,Comptroller,,CON,Jonathan Trichter,21,1,0,0,22
