candidate,office,district,party,county,precinct,votes,,
James,Attorney General,,,Genesee,Ward 5-1,5,,
Sliwa,Attorney General,,,Genesee,Ward 5-1,2,,
Garvey,Attorney General,,,Genesee,Ward 5-1,4,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-1,89,,
CC Farley,U.S. Senate,,,Genesee,Ward 5-1,70,,
CC Farley,U.S. Senate,,,Genesee,Ward 5-1,12,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-1,4,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-1,5,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-1,0,,
CC Farley,U.S. Senate,,,Genesee,Ward 5-1,1,,
McMurray,U.S. House,27,,Genesee,Ward 5-1,91,,
Collins,U.S. House,27,,Genesee,Ward 5-1,72,,
Collins,U.S. House,27,,Genesee,Ward 5-1,7,,
McMurray,U.S. House,27,,Genesee,Ward 5-1,6,,
Collins,U.S. House,27,,Genesee,Ward 5-1,0,,
McMurray,U.S. House,27,,Genesee,Ward 5-1,1,,
Piegza,U.S. House,27,,Genesee,Ward 5-1,8,,
Seamans,State Senate,61,,Genesee,Ward 5-1,67,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-1,90,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-1,13,,
Seamans,State Senate,61,,Genesee,Ward 5-1,2,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-1,4,,
Seamans,State Senate,61,,Genesee,Ward 5-1,2,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-1,1,,
Hawley,State Assembly,139,,Genesee,Ward 5-1,115,,
Hawley,State Assembly,139,,Genesee,Ward 5-1,11,,
Hawley,State Assembly,139,,Genesee,Ward 5-1,14,,
Hawley,State Assembly,139,,Genesee,Ward 5-1,1,,
Glogowski,State Assembly,139,,Genesee,Ward 5-1,15,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-2,59,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 5-2,82,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 5-2,10,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 5-2,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-2,0,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-2,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-2,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 5-2,3,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 5-2,2,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 5-2,15,,
DiNapoli,Comptroller,,,Genesee,Ward 5-2,75,,
Trichter,Comptroller,,,Genesee,Ward 5-2,77,,
Trichter,Comptroller,,,Genesee,Ward 5-2,6,,
Dunlea,Comptroller,,,Genesee,Ward 5-2,2,,
DiNapoli,Comptroller,,,Genesee,Ward 5-2,4,,
DiNapoli,Comptroller,,,Genesee,Ward 5-2,2,,
DiNapoli,Comptroller,,,Genesee,Ward 5-2,0,,
DiNapoli,Comptroller,,,Genesee,Ward 5-2,1,,
Gallaudet ,Comptroller,,,Genesee,Ward 5-2,3,,
James,Attorney General,,,Genesee,Ward 5-2,60,,
Wofford,Attorney General,,,Genesee,Ward 5-2,79,,
Wofford,Attorney General,,,Genesee,Ward 5-2,11,,
Sussman,Attorney General,,,Genesee,Ward 5-2,4,,
James,Attorney General,,,Genesee,Ward 5-2,3,,
James,Attorney General,,,Genesee,Ward 5-2,6,,
Sliwa,Attorney General,,,Genesee,Ward 5-2,2,,
Garvey,Attorney General,,,Genesee,Ward 5-2,4,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-2,71,,
CC Farley,U.S. Senate,,,Genesee,Ward 5-2,77,,
CC Farley,U.S. Senate,,,Genesee,Ward 5-2,8,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-2,5,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-2,5,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-2,3,,
CC Farley,U.S. Senate,,,Genesee,Ward 5-2,0,,
McMurray,U.S. House,27,,Genesee,Ward 5-2,78,,
Collins,U.S. House,27,,Genesee,Ward 5-2,70,,
Collins,U.S. House,27,,Genesee,Ward 5-2,8,,
McMurray,U.S. House,27,,Genesee,Ward 5-2,7,,
Collins,U.S. House,27,,Genesee,Ward 5-2,1,,
McMurray,U.S. House,27,,Genesee,Ward 5-2,3,,
Piegza,U.S. House,27,,Genesee,Ward 5-2,4,,
Seamans,State Senate,61,,Genesee,Ward 5-2,55,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-2,91,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-2,10,,
Seamans,State Senate,61,,Genesee,Ward 5-2,4,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-2,4,,
Seamans,State Senate,61,,Genesee,Ward 5-2,2,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-2,1,,
Hawley,State Assembly,139,,Genesee,Ward 5-2,106,,
Hawley,State Assembly,139,,Genesee,Ward 5-2,13,,
Hawley,State Assembly,139,,Genesee,Ward 5-2,8,,
Hawley,State Assembly,139,,Genesee,Ward 5-2,4,,
Glogowski,State Assembly,139,,Genesee,Ward 5-2,15,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-3,54,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 5-3,83,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 5-3,9,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 5-3,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-3,0,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-3,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 5-3,1,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 5-3,0,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 5-3,1,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 5-3,8,,
DiNapoli,Comptroller,,,Genesee,Ward 5-3,66,,
Trichter,Comptroller,,,Genesee,Ward 5-3,72,,
Trichter,Comptroller,,,Genesee,Ward 5-3,6,,
Dunlea,Comptroller,,,Genesee,Ward 5-3,2,,
DiNapoli,Comptroller,,,Genesee,Ward 5-3,2,,
DiNapoli,Comptroller,,,Genesee,Ward 5-3,8,,
DiNapoli,Comptroller,,,Genesee,Ward 5-3,1,,
DiNapoli,Comptroller,,,Genesee,Ward 5-3,1,,
Gallaudet ,Comptroller,,,Genesee,Ward 5-3,2,,
James,Attorney General,,,Genesee,Ward 5-3,52,,
Wofford,Attorney General,,,Genesee,Ward 5-3,82,,
Wofford,Attorney General,,,Genesee,Ward 5-3,9,,
Sussman,Attorney General,,,Genesee,Ward 5-3,1,,
James,Attorney General,,,Genesee,Ward 5-3,2,,
James,Attorney General,,,Genesee,Ward 5-3,6,,
Sliwa,Attorney General,,,Genesee,Ward 5-3,1,,
Garvey,Attorney General,,,Genesee,Ward 5-3,3,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-3,65,,
CC Farley,U.S. Senate,,,Genesee,Ward 5-3,75,,
CC Farley,U.S. Senate,,,Genesee,Ward 5-3,7,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-3,4,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-3,4,,
Gillibrand,U.S. Senate,,,Genesee,Ward 5-3,1,,
CC Farley,U.S. Senate,,,Genesee,Ward 5-3,2,,
McMurray,U.S. House,27,,Genesee,Ward 5-3,71,,
Collins,U.S. House,27,,Genesee,Ward 5-3,65,,
Collins,U.S. House,27,,Genesee,Ward 5-3,8,,
McMurray,U.S. House,27,,Genesee,Ward 5-3,5,,
Collins,U.S. House,27,,Genesee,Ward 5-3,5,,
McMurray,U.S. House,27,,Genesee,Ward 5-3,1,,
Piegza,U.S. House,27,,Genesee,Ward 5-3,5,,
Seamans,State Senate,61,,Genesee,Ward 5-3,56,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-3,89,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-3,8,,
Seamans,State Senate,61,,Genesee,Ward 5-3,0,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-3,5,,
Seamans,State Senate,61,,Genesee,Ward 5-3,2,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 5-3,1,,
Hawley,State Assembly,139,,Genesee,Ward 5-3,100,,
Hawley,State Assembly,139,,Genesee,Ward 5-3,9,,
Hawley,State Assembly,139,,Genesee,Ward 5-3,10,,
Hawley,State Assembly,139,,Genesee,Ward 5-3,2,,
Glogowski,State Assembly,139,,Genesee,Ward 5-3,16,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 6-1,101,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 6-1,176,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 6-1,18,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 6-1,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 6-1,0,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 6-1,5,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 6-1,1,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 6-1,3,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 6-1,1,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 6-1,19,,
DiNapoli,Comptroller,,,Genesee,Ward 6-1,133,,
Trichter,Comptroller,,,Genesee,Ward 6-1,143,,
Trichter,Comptroller,,,Genesee,Ward 6-1,12,,
Dunlea,Comptroller,,,Genesee,Ward 6-1,3,,
DiNapoli,Comptroller,,,Genesee,Ward 6-1,3,,
DiNapoli,Comptroller,,,Genesee,Ward 6-1,14,,
DiNapoli,Comptroller,,,Genesee,Ward 6-1,0,,
DiNapoli,Comptroller,,,Genesee,Ward 6-1,1,,
Gallaudet ,Comptroller,,,Genesee,Ward 6-1,6,,
James,Attorney General,,,Genesee,Ward 6-1,102,,
Wofford,Attorney General,,,Genesee,Ward 6-1,166,,
Wofford,Attorney General,,,Genesee,Ward 6-1,16,,
Sussman,Attorney General,,,Genesee,Ward 6-1,4,,
James,Attorney General,,,Genesee,Ward 6-1,2,,
James,Attorney General,,,Genesee,Ward 6-1,7,,
Sliwa,Attorney General,,,Genesee,Ward 6-1,1,,
Garvey,Attorney General,,,Genesee,Ward 6-1,11,,
Gillibrand,U.S. Senate,,,Genesee,Ward 6-1,126,,
CC Farley,U.S. Senate,,,Genesee,Ward 6-1,159,,
CC Farley,U.S. Senate,,,Genesee,Ward 6-1,16,,
Gillibrand,U.S. Senate,,,Genesee,Ward 6-1,3,,
Gillibrand,U.S. Senate,,,Genesee,Ward 6-1,13,,
Gillibrand,U.S. Senate,,,Genesee,Ward 6-1,1,,
CC Farley,U.S. Senate,,,Genesee,Ward 6-1,3,,
McMurray,U.S. House,27,,Genesee,Ward 6-1,140,,
Collins,U.S. House,27,,Genesee,Ward 6-1,139,,
Collins,U.S. House,27,,Genesee,Ward 6-1,11,,
McMurray,U.S. House,27,,Genesee,Ward 6-1,7,,
Collins,U.S. House,27,,Genesee,Ward 6-1,2,,
McMurray,U.S. House,27,,Genesee,Ward 6-1,3,,
Piegza,U.S. House,27,,Genesee,Ward 6-1,20,,
Seamans,State Senate,61,,Genesee,Ward 6-1,107,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 6-1,176,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 6-1,17,,
Seamans,State Senate,61,,Genesee,Ward 6-1,3,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 6-1,7,,
Seamans,State Senate,61,,Genesee,Ward 6-1,1,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 6-1,5,,
Hawley,State Assembly,139,,Genesee,Ward 6-1,219,,
Hawley,State Assembly,139,,Genesee,Ward 6-1,19,,
Hawley,State Assembly,139,,Genesee,Ward 6-1,25,,
Hawley,State Assembly,139,,Genesee,Ward 6-1,3,,
Glogowski,State Assembly,139,,Genesee,Ward 6-1,27,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 6-2,123,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 6-2,117,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 6-2,15,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Ward 6-2,6,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 6-2,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 6-2,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Ward 6-2,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Ward 6-2,1,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Ward 6-2,3,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Ward 6-2,15,,
DiNapoli,Comptroller,,,Genesee,Ward 6-2,135,,
Trichter,Comptroller,,,Genesee,Ward 6-2,102,,
Trichter,Comptroller,,,Genesee,Ward 6-2,13,,
Dunlea,Comptroller,,,Genesee,Ward 6-2,6,,
DiNapoli,Comptroller,,,Genesee,Ward 6-2,4,,
DiNapoli,Comptroller,,,Genesee,Ward 6-2,9,,
DiNapoli,Comptroller,,,Genesee,Ward 6-2,0,,
DiNapoli,Comptroller,,,Genesee,Ward 6-2,0,,
Gallaudet ,Comptroller,,,Genesee,Ward 6-2,5,,
James,Attorney General,,,Genesee,Ward 6-2,113,,
Wofford,Attorney General,,,Genesee,Ward 6-2,111,,
Wofford,Attorney General,,,Genesee,Ward 6-2,20,,
Sussman,Attorney General,,,Genesee,Ward 6-2,2,,
James,Attorney General,,,Genesee,Ward 6-2,5,,
James,Attorney General,,,Genesee,Ward 6-2,5,,
Sliwa,Attorney General,,,Genesee,Ward 6-2,1,,
Garvey,Attorney General,,,Genesee,Ward 6-2,8,,
Gillibrand,U.S. Senate,,,Genesee,Ward 6-2,145,,
CC Farley,U.S. Senate,,,Genesee,Ward 6-2,101,,
CC Farley,U.S. Senate,,,Genesee,Ward 6-2,14,,
Gillibrand,U.S. Senate,,,Genesee,Ward 6-2,2,,
Gillibrand,U.S. Senate,,,Genesee,Ward 6-2,7,,
Gillibrand,U.S. Senate,,,Genesee,Ward 6-2,2,,
CC Farley,U.S. Senate,,,Genesee,Ward 6-2,1,,
McMurray,U.S. House,27,,Genesee,Ward 6-2,145,,
Collins,U.S. House,27,,Genesee,Ward 6-2,83,,
Collins,U.S. House,27,,Genesee,Ward 6-2,14,,
McMurray,U.S. House,27,,Genesee,Ward 6-2,9,,
Collins,U.S. House,27,,Genesee,Ward 6-2,7,,
McMurray,U.S. House,27,,Genesee,Ward 6-2,2,,
Piegza,U.S. House,27,,Genesee,Ward 6-2,6,,
Seamans,State Senate,61,,Genesee,Ward 6-2,114,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 6-2,120,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 6-2,17,,
Seamans,State Senate,61,,Genesee,Ward 6-2,3,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 6-2,7,,
Seamans,State Senate,61,,Genesee,Ward 6-2,3,,
Ranzenhofer ,State Senate,61,,Genesee,Ward 6-2,1,,
Hawley,State Assembly,139,,Genesee,Ward 6-2,159,,
Hawley,State Assembly,139,,Genesee,Ward 6-2,21,,
Hawley,State Assembly,139,,Genesee,Ward 6-2,16,,
Hawley,State Assembly,139,,Genesee,Ward 6-2,4,,
Glogowski,State Assembly,139,,Genesee,Ward 6-2,20,,
